DN_HistogramMode_5,SB_BinaryStats_mean_longstretch1,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,SP_Summaries_welch_rect_area_5_1,labels
-0.5323533990222467,362.0,0.43333333333333335,-0.018000000000000016,0.999220954199583,L
0.13503842110689845,674.0,0.3081761006289308,0.1356666666666666,0.9991997213370469,R
0.5143499404963263,354.0,0.30864197530864196,0.1279999999999999,0.9991699618709722,L
0.7339886075745801,442.0,0.35074626865671643,-0.04400000000000004,0.9991977198707684,R
-0.5775514450867629,360.0,0.3925925925925926,0.19666666666666677,0.9991988429824874,L
0.49103864328211566,399.0,0.33783783783783783,-0.4083333333333333,0.9992385225738876,R
0.3214312492016731,386.0,0.32679738562091504,-0.5763333333333334,0.9991725149326104,R
-0.6430656511224184,425.0,0.27979274611398963,0.21399999999999997,0.9991845403227079,L
0.5259316450003377,389.0,0.4074074074074074,-0.04800000000000004,0.9991544666789878,L
0.48154530536129103,613.0,0.2694610778443114,-0.43600000000000005,0.9992601555338332,R
-0.3935123455792412,391.0,0.32450331125827814,-0.05800000000000005,0.9992274565433681,L
0.34770956100562755,511.0,0.40714285714285714,0.32433333333333336,0.9992529618022287,R
-0.4940060164530373,353.0,0.017543859649122806,-0.03600000000000003,0.9985657928800181,L
-0.2970511027808428,284.0,0.3825503355704698,-0.13,0.9988803127896239,L
0.3651941964580554,294.0,0.01948051948051948,0.1433333333333333,0.9981213140565461,L
-0.4702026410975375,403.0,0.021897810218978103,-0.14600000000000002,0.9985308083881907,L
-0.41311186368832487,289.0,0.38095238095238093,-0.02533333333333332,0.9989341713104334,L
-0.5728017417265324,294.0,0.34459459459459457,-0.06666666666666665,0.9986039851702905,L
-0.23847862168871137,321.0,0.375,0.04066666666666663,0.9990654914971021,L
-0.47531060734102737,268.0,0.36764705882352944,-0.03400000000000003,0.998857349960723,L
-0.4113806644661071,311.0,0.3116883116883117,0.03733333333333344,0.9990046833708625,L
-0.38230884574527746,369.0,0.30113636363636365,0.014666666666666606,0.9991653581961972,L
-0.6320786655646249,296.0,0.3835616438356164,-0.06666666666666665,0.9987469659420263,L
0.47004034887193047,296.0,0.3611111111111111,-0.17866666666666664,0.9988258631660687,L
-0.38892576046119254,296.0,0.4117647058823529,-0.006000000000000005,0.9989078154023222,L
-0.46598584982568025,401.0,0.3416149068322981,-0.008666666666666711,0.9990089627460269,L
-0.7102341971561893,412.0,0.18435754189944134,0.2553333333333334,0.9988545738727284,R
-0.35444554658102634,451.0,0.1875,0.248,0.9988851552870873,R
0.3871888715295466,507.0,0.2088607594936709,-0.45866666666666667,0.9987122154091909,L
0.21053182188766573,470.0,0.2898550724637681,-0.48,0.9988289882656467,L
0.3766126649091317,434.0,0.2857142857142857,-0.238,0.9986536537317857,L
-0.7344209743624661,484.0,0.26717557251908397,0.16799999999999993,0.9986938949462028,R
0.366920422427331,487.0,0.29457364341085274,0.252,0.9988353369120541,R
0.4904857746268052,376.0,0.29411764705882354,-0.2473333333333333,0.9984214886065335,L
-0.4372875944711965,366.0,0.21428571428571427,0.31000000000000005,0.9987736102556695,R
0.6178925394595554,394.0,0.23225806451612904,0.1206666666666667,0.9987180372090657,R
-0.7310740093344886,308.0,0.1875,0.17666666666666675,0.9982996281135168,R
-0.2603660707070534,372.0,0.30952380952380953,-0.38933333333333336,0.9988005614639173,L
-0.1272982059892389,466.0,0.2602739726027397,-0.3476666666666667,0.9981939147181583,L
0.4415100144559614,378.0,0.2413793103448276,0.19533333333333336,0.998771332661532,R
-0.4004058844422309,364.0,0.3793103448275862,0.057666666666666644,0.997707292937942,R
0.3974519655022666,430.0,0.20588235294117646,0.1200000000000001,0.9985112334112365,R
0.0593240586594066,329.0,0.025210084033613446,-0.43666666666666665,0.997888293734871,L
0.34213379258770016,466.0,0.25,-0.5166666666666666,0.9985397833372639,L
0.04042535133572245,421.0,0.2826086956521739,-0.623,0.9984650151911248,L
-0.5567220963391627,447.0,0.24444444444444444,0.25,0.9983895767959529,R
-0.6422056534423659,363.0,0.2620689655172414,0.1279999999999999,0.9980642017860816,R
0.010056479097755533,360.0,0.4523809523809524,0.3360000000000001,0.9984771348083297,L
0.5898277471675937,310.0,0.2714285714285714,0.1206666666666667,0.9990846884679927,R
0.4352348331152238,467.0,0.3865546218487395,-0.3733333333333333,0.9991217553638175,L
0.18432698398754055,472.0,0.304,-0.46199999999999997,0.9987557911807943,L
0.05605178877651262,290.0,0.26666666666666666,0.43533333333333335,0.999100696252315,L
-0.4901143408228247,442.0,0.25196850393700787,0.06866666666666665,0.9988056248145196,R
0.48195391960859957,412.0,0.3008849557522124,0.1146666666666667,0.998864073634402,R
0.17471475838526862,381.0,0.2638888888888889,-0.22866666666666668,0.9990649465107192,L
0.3549933180135121,399.0,0.25,-0.2653333333333333,0.9989645273149336,L
0.14162836703157256,336.0,0.27906976744186046,-0.23333333333333328,0.9990672256432562,L
-0.3471670149212682,468.0,0.14027149321266968,0.18533333333333335,0.9989212244183315,R
0.5983667656571783,480.0,0.23026315789473684,0.33099999999999996,0.999029777034043,R
-0.528642683327853,455.0,0.34234234234234234,-0.41333333333333333,0.9991612836300201,L
0.43971723745269875,408.0,0.2138728323699422,0.028666666666666618,0.9990633603729208,R
0.056665887674254733,361.0,0.24390243902439024,-0.45199999999999996,0.9991000883342928,L
0.5214299395368645,509.0,0.20348837209302326,0.22066666666666657,0.9988903392727426,R
-0.6069022535015874,480.0,0.018018018018018018,0.19999999999999996,0.9899152099657783,R
-0.4951648211338213,430.0,0.35353535353535354,0.121,0.9989227146381996,R
-0.6885434366137289,394.0,0.24324324324324326,0.17133333333333334,0.9989380385550778,R
0.3488599068651492,364.0,0.302158273381295,-0.36033333333333334,0.9991203246576017,L
0.075030979335309,510.0,0.2805755395683453,-0.3393333333333334,0.9990594301359473,L
0.7003996695200927,398.0,0.21568627450980393,0.31533333333333324,0.998851449732,R
-0.5437915683353136,443.0,0.2764227642276423,0.041333333333333444,0.9990005299057153,R
0.046369998765465104,448.0,0.24528301886792453,-0.3593333333333333,0.9989270403964714,L
0.40205490460541915,415.0,0.19672131147540983,-0.38433333333333336,0.9990272028645718,L
0.5878685728379647,478.0,0.26865671641791045,0.4793333333333334,0.9989103341857082,R
0.5223987438706166,487.0,0.23076923076923078,0.24,0.9988552566754191,R
0.281781706305573,397.0,0.296875,-0.46066666666666667,0.9990427920284233,L
0.004037162919269477,432.0,0.2236842105263158,-0.4753333333333334,0.9990105464774487,L
0.5503131645900423,509.0,0.29411764705882354,0.20999999999999996,0.9990582460951253,R
0.4716999179440924,455.0,0.26277372262773724,0.31066666666666665,0.9990701406906893,R
-0.6218540160066898,344.0,0.2534246575342466,0.21866666666666656,0.9990714924374765,R
-0.4544281084074995,347.0,0.4108527131782946,0.5126666666666666,0.9991987351785101,L
-0.6179247145362063,318.0,0.02040816326530612,0.08666666666666667,0.9975821586237947,R
-0.600998677073943,344.0,0.2125,0.1286666666666667,0.9986491069036384,R
-0.5259156890325005,392.0,0.2677165354330709,0.1259999999999999,0.9987505928806735,R
0.051482315753575536,492.0,0.29457364341085274,-0.42533333333333334,0.9987879068206181,L
0.008241658546061847,494.0,0.23225806451612904,-0.34199999999999997,0.9987209181477802,L
-0.3486681353257103,352.0,0.2677165354330709,0.27733333333333343,0.9987854796784253,R
-0.5332977846549414,455.0,0.016666666666666666,0.41466666666666674,0.988765422298412,R
-0.026744540681095996,371.0,0.012903225806451613,-0.11033333333333334,0.9866355788334703,L
0.1430148325781999,384.0,0.3225806451612903,-0.2713333333333333,0.998479685310005,L
-0.678286423611308,486.0,0.2857142857142857,0.5746666666666667,0.9978265103111311,R
-0.03529737897499996,453.0,0.46,0.2973333333333332,0.9990043827211174,R
0.6805699245400585,423.0,0.2972972972972973,-0.13866666666666672,0.9989150267968419,L
0.06648652296903146,496.0,0.2,-0.38,0.998760579486442,L
0.12313015622920287,474.0,0.20555555555555555,-0.4806666666666667,0.9984440056156811,L
-0.3567473866533405,445.0,0.2966101694915254,0.045333333333333226,0.9983266799632647,R
-0.6247324715844267,461.0,0.21768707482993196,0.25,0.9980570247637435,R
0.37780361184119826,405.0,0.22602739726027396,0.31866666666666665,0.9982795374784447,R
0.06147742268829881,332.0,0.22839506172839505,-0.15866666666666662,0.9983211692696425,L
-0.028528526783094366,341.0,0.27941176470588236,-0.20333333333333337,0.9985249465611683,L
-0.02246286158547428,488.0,0.24342105263157895,-0.44066666666666665,0.998443398010708,L
0.32483218800907987,454.0,0.2753623188405797,0.1266666666666667,0.9985644366731944,R
-0.3526382845000816,449.0,0.3394495412844037,0.2706666666666666,0.998556812289862,R
0.09038258973402247,463.0,0.24358974358974358,-0.40800000000000003,0.99863935046178,L
0.08017613590204853,425.0,0.2642857142857143,-0.43799999999999994,0.998407364157061,L
-0.6866151369683051,459.0,0.24324324324324326,0.22799999999999998,0.9983295626983538,R
0.14137381373034508,491.0,0.3,0.5426666666666666,0.9983951446948771,R
0.29240772806308213,367.0,0.34234234234234234,-0.31066666666666665,0.9982292104152318,L
-0.31767059567690625,298.0,0.40625,0.5846666666666667,0.9986617240332046,R
0.30908215197560174,409.0,0.028169014084507043,-0.508,0.9978276597663843,L
-0.06252795618025764,436.0,0.6853932584269663,0.1226666666666667,0.9984810190874062,R
-0.20670193564360573,283.0,0.15,0.015000000000000013,0.9959257994451273,L
-0.0010383344700326536,255.0,0.4647887323943662,0.4786666666666666,0.9977960986667863,R
0.20522686937976142,263.0,0.23809523809523808,0.2736666666666667,0.9984466325767068,L
-0.5824822742407993,257.0,0.21052631578947367,-0.2706666666666667,0.9979568344864383,R
0.21450368908688344,202.0,0.15789473684210525,-0.4096666666666666,0.9975321024709112,R
0.26948774200068826,422.0,0.19672131147540983,0.05333333333333323,0.9986357513646889,L
-0.09407258491172565,420.0,0.26229508196721313,0.10066666666666668,0.9981593590730101,L
-0.1325633592301112,337.0,0.14935064935064934,0.3839999999999999,0.9982408553402903,R
0.44837068988074913,218.0,0.4270833333333333,0.33866666666666667,0.9988036671870671,R
-0.11532784540963692,315.0,0.29464285714285715,-0.132,0.9984671369832717,L
-0.3616795388700489,268.0,0.3,0.07466666666666666,0.9982807826829013,R
0.24076146527640874,385.0,0.014084507042253521,0.010666666666666602,0.9852277884617004,L
-0.24961516437210052,255.0,0.15833333333333333,0.08666666666666667,0.9980105598150839,L
-0.246395070897226,344.0,0.0963855421686747,0.648,0.9979165575863781,R
0.007658123266572003,160.0,0.39285714285714285,0.015333333333333421,0.9962723788840728,L
0.29695778396550954,302.0,0.25984251968503935,-0.03400000000000003,0.9983866683802162,L
-0.29471528503676914,185.0,0.12903225806451613,-0.22466666666666668,0.9987526001216394,L
0.7787419144671459,233.0,0.18947368421052632,-0.502,0.9983372675383771,R
-0.9837585951177978,358.0,0.13043478260869565,0.31800000000000006,0.9983000767802446,R
0.026981423929464787,435.0,0.2894736842105263,-0.5309999999999999,0.997879378190548,R
-0.3368747707552291,444.0,0.20689655172413793,0.3360000000000001,0.998553558461606,R
-0.17655633091138834,256.0,0.23270440251572327,0.1180000000000001,0.9989648226887704,L
-0.3203608984599453,161.0,0.42105263157894735,0.1393333333333333,0.9980969825763306,L
-0.44291576765996976,263.0,0.1721311475409836,0.42599999999999993,0.9986948528094268,R
-0.03414751043225217,449.0,0.10270270270270271,0.1286666666666667,0.9983426947449227,L
0.5289218938652378,196.0,0.5245901639344263,-0.21666666666666667,0.9976715642836045,L
0.28421618179063324,190.0,0.43529411764705883,-0.503,0.9985110938550038,R
0.2854582682922,484.0,0.36363636363636365,0.21199999999999997,0.9992716727087328,R
0.4498275840871615,566.0,0.4144736842105263,-0.5386666666666666,0.9992895025624718,R
0.3253094531767349,427.0,0.45098039215686275,-0.486,0.9992478723221673,R
0.2872700086217448,451.0,0.3680555555555556,-0.6373333333333333,0.9993041055573861,R
0.39412631452023206,482.0,0.4144736842105263,-0.5046666666666666,0.9993047344893843,R
0.15350188130084952,457.0,0.38095238095238093,0.1346666666666666,0.9992949781511588,R
0.5304266977508858,496.0,0.44525547445255476,0.3839999999999999,0.9993173179895708,R
0.3001622409820024,570.0,0.5619834710743802,-0.5426666666666666,0.99932231345996,R
0.40636762274640725,537.0,0.41830065359477125,-0.3466666666666667,0.9993143730407337,R
0.048728900714049006,614.0,0.4726027397260274,0.10933333333333328,0.9993122504374294,R
-0.5745545274033235,588.0,0.4881889763779528,0.05600000000000005,0.9993094599011471,R
0.5663481913500348,565.0,0.45255474452554745,-0.44466666666666665,0.999276886184253,R
0.04888957661763893,400.0,0.4925373134328358,0.06133333333333324,0.9993208287312989,R
0.362892498798546,474.0,0.3422818791946309,0.274,0.9993154708930504,R
0.38896327346301995,502.0,0.6086956521739131,-0.2793333333333333,0.999316693378344,R
