100,left-right-1,-0.0271,-0.0144,-0.0068,-0.1525,-0.0572,-0.0025
100,data3,-0.0026,-0.0018,-0.0009,0.0042,-0.0168,-0.0001
100,data2,0.0001,-0.0011,-0.0004,-0.0371,0.0373,-0.0003
100,data0,-0.0197,-0.0134,-0.0071,-0.0442,0.0135,-0.0036
100,data1,0.0018,0.0007,0.0004,-0.0002,0.0104,0.0
100,data5,-0.0166,-0.0088,-0.0055,-0.0045,-0.0011,-0.0003
100,data4,-0.0072,-0.0034,-0.002,0.0194,-0.0068,-0.0002
200,left-right-1,-0.0255,-0.0162,-0.0065,-0.1497,-0.1398,-0.0018
200,data3,-0.0053,0.0005,-0.0008,0.0034,-0.0499,-0.0002
200,data2,-0.0054,-0.002,-0.0019,-0.0383,0.0976,-0.0005
200,data0,-0.0105,-0.0059,-0.0032,-0.0455,0.0413,-0.0037
200,data1,-0.0016,-0.0036,-0.0008,-0.0006,-0.0378,-0.0002
200,data5,-0.0115,-0.0085,-0.0042,-0.0008,0.0506,-0.0007
200,data4,-0.003,-0.0018,-0.0009,0.0174,-0.0232,0.0
300,left-right-1,-0.0349,-0.003,-0.008,-0.1462,-0.1824,-0.0009
300,data3,-0.0055,-0.0,-0.0008,0.0052,-0.0617,-0.0002
300,data2,-0.0041,-0.0067,-0.0031,-0.0377,0.1244,-0.0012
300,data0,-0.0158,-0.0086,-0.0044,-0.0466,0.0593,-0.0052
300,data1,0.0017,0.0015,0.0007,0.0045,-0.004,-0.0005
300,data5,-0.0069,-0.0019,-0.0014,0.0055,0.0517,-0.0001
300,data4,-0.0007,-0.0021,-0.0002,0.0174,-0.0778,0.0001
400,left-right-1,-0.0496,-0.008,-0.0113,-0.15,-0.283,-0.0009
400,data3,-0.0028,0.0016,-0.0003,0.0048,-0.0896,-0.0002
400,data2,-0.0115,-0.0092,-0.0047,-0.0407,0.1672,-0.0012
400,data0,-0.0151,-0.0052,-0.0037,-0.0486,0.0737,-0.0052
400,data1,0.0014,-0.0004,0.0004,0.0049,-0.0677,-0.0005
400,data5,0.0014,-0.0004,0.0001,0.0115,0.1095,-0.0001
400,data4,-0.0012,-0.0005,0.0002,0.0165,-0.0953,0.0001
500,left-right-1,-0.059,-0.0165,-0.015,-0.1477,-0.405,-0.0016
500,data3,-0.004,-0.0001,-0.0003,0.0047,-0.0995,-0.0
500,data2,-0.0127,-0.0092,-0.0052,-0.0427,0.2069,-0.0011
500,data0,-0.0138,-0.0078,-0.0039,-0.0461,0.0968,-0.006
500,data1,-0.0007,0.0022,-0.0002,0.008,-0.0706,-0.0007
500,data5,0.0129,0.0016,0.0032,0.0172,0.1218,0.0001
500,data4,-0.0008,-0.002,-0.0004,0.0157,-0.1282,0.0
600,left-right-1,-0.0678,-0.0261,-0.0177,-0.1487,-0.5177,-0.0015
600,data3,-0.0005,-0.0015,0.0005,0.0033,-0.1104,-0.0
600,data2,-0.0139,-0.0103,-0.0056,-0.0384,0.2325,-0.0011
600,data0,-0.0034,-0.0088,-0.003,-0.039,0.1124,-0.0059
600,data1,-0.0122,-0.0003,-0.003,0.0008,-0.0811,-0.0007
600,data5,0.0555,0.0085,0.0126,0.0394,0.176,0.0001
600,data4,0.0069,-0.0003,0.0009,0.014,-0.1033,0.0
700,left-right-1,-0.0681,-0.0329,-0.0185,-0.1436,-0.59,-0.0015
700,data3,-0.0074,0.0069,0.0005,-0.0077,-0.1113,-0.0
700,data2,-0.0073,-0.0116,-0.0035,-0.0344,0.2356,-0.001
700,data0,-0.0003,-0.0085,-0.002,-0.0369,0.1241,-0.0057
700,data1,-0.0238,-0.0065,-0.0061,-0.001,-0.0406,-0.0007
700,data5,0.0962,0.017,0.0263,0.0603,0.1964,0.0001
700,data4,0.038,-0.0026,0.0072,0.0251,-0.0965,0.0
800,left-right-1,-0.0688,-0.035,-0.0189,-0.1394,-0.7188,-0.0014
800,data3,-0.0097,0.0025,0.0014,-0.0073,-0.0843,-0.0008
800,data2,-0.0066,-0.0083,-0.0035,-0.0275,0.1938,0.0007
800,data0,0.0109,-0.0105,-0.0015,-0.0248,0.1405,-0.0039
800,data1,-0.0201,-0.0064,-0.0084,-0.0046,-0.0456,-0.0075
800,data5,0.1119,0.036,0.0334,0.0703,0.2544,0.0212
800,data4,0.0378,0.0115,0.0135,0.0195,-0.0458,0.0093
900,left-right-1,-0.0511,-0.0319,-0.0197,-0.0941,-0.7931,-0.0013
900,data3,-0.0008,0.0044,0.0003,-0.0022,-0.0978,-0.0008
900,data2,-0.0082,0.0001,-0.0037,-0.0273,0.209,0.0007
900,data0,0.0084,-0.007,-0.0013,-0.0306,0.1482,-0.0038
900,data1,-0.0228,-0.0158,-0.0097,-0.0062,-0.0482,-0.0072
900,data5,0.1335,0.0554,0.0417,0.0748,0.2895,0.0205
900,data4,0.0383,0.021,0.0145,0.0187,-0.0357,0.009
1000,left-right-1,-0.0715,-0.0258,-0.0142,-0.1255,-0.8004,-0.0574
1000,data3,-0.0083,0.005,0.0011,-0.0097,-0.0893,-0.0074
1000,data2,-0.0198,-0.0016,-0.0048,-0.0265,0.167,-0.0077
1000,data0,0.0002,-0.01,-0.0028,-0.0313,0.1439,0.004
1000,data1,-0.0246,-0.023,-0.01,-0.0081,-0.0412,-0.0058
1000,data5,0.1087,0.0598,0.04,0.0725,0.3136,0.0347
1000,data4,0.0278,0.0335,0.0142,0.0142,0.0088,0.007
1100,left-right-1,-0.0678,-0.0574,-0.0174,-0.1224,-0.7872,-0.0555
1100,data3,-0.0095,0.0037,0.0006,-0.0119,-0.1184,-0.0071
1100,data2,-0.0196,-0.0064,-0.0063,-0.0264,0.1829,-0.0074
1100,data0,-0.0077,-0.0072,-0.0033,-0.0317,0.1614,0.0039
1100,data1,-0.0258,-0.0262,-0.0104,-0.0089,-0.0448,-0.0056
1100,data5,0.102,0.0713,0.0364,0.0682,0.2881,0.0334
1100,data4,0.025,0.0327,0.013,0.013,0.0664,0.0068
1200,left-right-1,-0.0657,-0.0125,-0.0187,-0.1194,-0.7468,-0.0705
1200,data3,-0.0112,0.0089,0.0003,-0.012,-0.113,-0.0081
1200,data2,-0.0196,-0.0087,-0.0069,-0.026,0.1657,-0.0082
1200,data0,-0.0085,-0.0083,-0.0044,-0.0302,0.147,0.0048
1200,data1,-0.0231,-0.0238,-0.0099,-0.0083,-0.0338,-0.0062
1200,data5,0.0963,0.0726,0.0334,0.0648,0.2915,0.0298
1200,data4,0.024,0.0277,0.0119,0.0129,0.1178,0.0054
1300,left-right-1,-0.0622,-0.0275,-0.0188,-0.1153,-0.7078,-0.068
1300,data3,-0.0134,0.0051,-0.0003,-0.0127,-0.1192,-0.0078
1300,data2,-0.0193,-0.0141,-0.0072,-0.0253,0.1596,-0.0079
1300,data0,-0.0092,-0.0076,-0.0044,-0.0284,0.1461,0.0046
1300,data1,-0.0147,-0.0224,-0.0082,-0.0083,-0.0159,-0.0059
1300,data5,0.0916,0.053,0.0304,0.0622,0.2818,0.0285
1300,data4,0.0227,0.0247,0.0113,0.0122,0.1558,0.0052
1400,left-right-1,-0.0589,-0.0388,-0.0185,-0.1109,-0.6521,-0.0657
1400,data3,-0.0132,0.0043,-0.001,-0.0122,-0.1141,-0.0077
1400,data2,-0.0192,-0.0136,-0.0072,-0.0243,0.1259,-0.0076
1400,data0,-0.009,-0.0069,-0.0047,-0.0283,0.1397,0.0041
1400,data1,-0.012,-0.0209,-0.0064,-0.0077,-0.0266,0.0012
1400,data5,0.0866,0.0471,0.0279,0.0583,0.2997,0.0273
1400,data4,0.0208,0.0225,0.0104,0.011,0.2039,0.0049
1500,left-right-1,-0.0573,-0.0376,-0.0178,-0.1068,-0.626,-0.063
1500,data3,-0.0137,0.004,-0.0013,-0.0119,-0.1372,-0.0073
1500,data2,-0.0181,-0.0124,-0.007,-0.0228,0.1439,-0.0073
1500,data0,-0.0084,-0.0068,-0.0044,-0.0259,0.136,0.0039
1500,data1,-0.0112,-0.0181,-0.0055,-0.007,-0.0164,0.0012
1500,data5,0.0837,0.0437,0.0256,0.0561,0.3302,0.0263
1500,data4,0.0186,0.0198,0.0095,0.0106,0.2369,0.0047
1600,left-right-1,-0.0555,-0.0343,-0.0168,-0.103,-0.6252,-0.0606
1600,data3,-0.0096,0.004,-0.0009,-0.0088,-0.1181,-0.0061
1600,data2,-0.0209,-0.0121,-0.0073,-0.0209,0.1311,-0.0083
1600,data0,-0.0143,-0.0068,-0.0052,-0.028,0.1361,-0.0025
1600,data1,-0.0032,-0.0169,-0.0041,-0.0037,-0.0145,0.0021
1600,data5,0.1016,0.0408,0.0262,0.0612,0.3825,0.0296
1600,data4,0.0237,0.0175,0.0089,0.013,0.241,0.0047
1700,left-right-1,-0.0531,-0.0322,-0.0158,-0.0987,-0.6672,-0.058
1700,data3,-0.0156,0.0032,-0.0015,-0.0115,-0.1185,-0.0059
1700,data2,-0.0153,-0.0101,-0.0071,-0.0183,0.1758,-0.0079
1700,data0,-0.0113,-0.0061,-0.0049,-0.0266,0.1282,-0.0024
1700,data1,0.0011,-0.0137,-0.003,-0.0026,-0.0149,0.002
1700,data5,0.1185,0.0401,0.0291,0.0673,0.4199,0.0285
1700,data4,0.029,0.017,0.009,0.0171,0.2577,0.0046
1800,left-right-1,-0.0514,-0.0282,-0.0151,-0.0948,-0.7051,-0.0554
1800,data3,-0.0115,0.0026,-0.0013,-0.0088,-0.1172,-0.0057
1800,data2,-0.0159,-0.0085,-0.0065,-0.017,0.1886,-0.0076
1800,data0,-0.0106,-0.0066,-0.005,-0.0259,0.1334,-0.0023
1800,data1,0.0048,-0.014,-0.0021,0.0001,-0.0382,0.0019
1800,data5,0.1193,0.04,0.0326,0.0651,0.4608,0.0274
1800,data4,0.0269,0.0171,0.0086,0.0127,0.26,0.0044
1900,left-right-1,-0.0069,-0.0251,-0.0103,-0.0722,-0.7429,-0.0528
1900,data3,-0.0049,0.0021,-0.0006,-0.0055,-0.1317,-0.0023
1900,data2,-0.0113,-0.0074,-0.0057,-0.0149,0.2219,-0.003
1900,data0,-0.0057,-0.0062,-0.0043,-0.0229,0.1249,-0.0002
1900,data1,0.004,-0.0153,-0.0014,0.0016,-0.034,0.0032
1900,data5,0.1055,0.0427,0.0328,0.0543,0.4636,0.0388
1900,data4,0.0279,0.0156,0.008,0.0102,0.2722,0.0041
2000,left-right-1,-0.0188,-0.0242,-0.0047,-0.0697,-0.7401,-0.0508
2000,data3,-0.0095,0.0005,-0.0006,-0.0069,-0.1409,-0.0022
2000,data2,-0.0179,-0.0059,-0.005,-0.0173,0.238,-0.0029
2000,data0,-0.0115,-0.0069,-0.0041,-0.0271,0.1289,-0.0002
2000,data1,-0.0018,-0.0164,-0.0019,-0.002,-0.0618,0.0031
2000,data5,0.0963,0.0433,0.0312,0.0469,0.4507,0.0374
2000,data4,0.0235,0.0152,0.0075,0.0095,0.2829,0.0039
2100,left-right-1,-0.0256,-0.025,-0.0044,-0.0746,-0.7005,-0.0214
2100,data3,-0.0105,0.0006,-0.0008,-0.0073,-0.148,-0.0024
2100,data2,-0.0176,-0.0098,-0.0049,-0.0169,0.2619,-0.0052
2100,data0,-0.0153,-0.0051,-0.0041,-0.0263,0.13,-0.0019
2100,data1,-0.0021,-0.0148,-0.0024,-0.0018,-0.0594,-0.0007
2100,data5,0.0922,0.0472,0.0296,0.0453,0.4388,0.0271
2100,data4,0.0223,0.0139,0.007,0.0086,0.2738,0.0034
2200,left-right-1,-0.0242,-0.0245,-0.0031,-0.0716,-0.682,-0.0207
2200,data3,-0.0109,-0.0023,-0.0009,-0.0073,-0.154,-0.0023
2200,data2,-0.0171,-0.0072,-0.0044,-0.0163,0.27,-0.0051
2200,data0,-0.0146,-0.0057,-0.0038,-0.0251,0.1357,-0.0018
2200,data1,-0.0028,-0.0142,-0.003,-0.002,-0.0756,-0.0007
2200,data5,0.0889,0.0491,0.0284,0.044,0.4493,0.0262
2200,data4,0.0227,0.0112,0.0066,0.0086,0.2654,0.0033
2300,left-right-1,-0.0237,-0.0208,-0.0023,-0.0691,-0.6349,-0.02
2300,data3,-0.0109,-0.0005,-0.0011,-0.0071,-0.1538,-0.0023
2300,data2,-0.0158,-0.0064,-0.0039,-0.0152,0.2806,-0.0048
2300,data0,-0.0147,-0.0041,-0.0037,-0.0247,0.1363,-0.0029
2300,data1,-0.0027,-0.0132,-0.0033,-0.0018,-0.0547,-0.0007
2300,data5,0.0856,0.0535,0.027,0.0426,0.4214,0.0252
2300,data4,0.0218,0.0077,0.0064,0.0081,0.2405,0.0032
2400,left-right-1,-0.0229,-0.0157,-0.0017,-0.067,-0.6189,-0.0193
2400,data3,-0.0104,0.001,-0.0011,-0.0067,-0.1519,-0.0022
