SB_BinaryStats_mean_longstretch1,CO_Embed2_Dist_tau_d_expfit_meandiff,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_MotifThree_quantile_hh,labels
335.0,5.775581224337991,-0.2593333333333333,0.10533333333333328,0.9987622891416812,1.2531369101651992,L
494.0,6.578261524406004,0.3863333333333333,0.17666666666666675,0.9989054879566357,1.2009829447699043,L
347.0,7.131773936711895,0.06400000000000006,0.29666666666666663,0.9988467121459107,1.2263210933053612,R
366.0,9.419913687219667,0.1166666666666667,0.34133333333333327,0.9992248823386464,1.1777586829328432,R
402.0,7.158988102829153,-0.06866666666666665,0.32866666666666666,0.9991497557116732,1.1792684241581703,L
365.0,9.03284121095937,0.14733333333333332,0.33533333333333326,0.9992332015184757,1.1730131838802453,R
513.0,6.696514249482558,-0.3417721518987342,0.03131245836109264,0.9991536896192615,1.225895388129313,L
335.0,9.045885513363517,0.03866666666666663,0.2613333333333334,0.999180585236109,1.2046533862015463,R
311.0,9.954878998425894,0.22333333333333338,0.43799999999999994,0.9992319160234339,1.2162786883948358,R
590.0,6.13419201742685,-0.47866666666666663,0.011333333333333417,0.9990727749800814,1.181569796524468,L
527.0,6.2584370893093375,-0.46266666666666667,-0.0040000000000000036,0.9991160400160664,1.1821601873042966,L
292.0,10.536321972173043,-0.01533333333333331,-0.33599999999999997,0.9992191062109042,1.1749747599656677,R
336.0,8.897877466706875,0.15066666666666673,-0.22266666666666668,0.9992410410710063,1.1759022488967688,R
536.0,8.068600631232124,-0.30400000000000005,0.1399999999999999,0.9990742782380776,1.2001533114086924,L
532.0,6.0134208747835665,-0.42400000000000004,-0.04133333333333333,0.9991034178164608,1.2013051491740399,L
312.0,6.649951280466362,-0.007333333333333303,-0.3373333333333334,0.9991900824305818,1.2174741408986152,R
277.0,8.06622648687023,-0.010000000000000009,0.19066666666666676,0.9992386384220145,1.2124060145033946,R
431.0,5.32979028460612,-0.4766666666666667,0.010000000000000009,0.9989854321724129,1.1730145315809755,L
323.0,10.727132081425312,-0.004666666666666708,0.18199999999999994,0.9991801636360117,1.1968166818069792,R
469.0,5.76905575841799,-0.30366666666666664,0.1140000000000001,0.9983722415706403,1.2662778976207028,L
454.0,8.412440592429835,-0.21133333333333337,0.19466666666666677,0.999118341099951,1.221081989084114,L
341.0,4.606133852590452,-0.45066666666666666,0.009333333333333416,0.998375654133118,1.2821225566578334,L
367.0,9.489304661586388,0.1286666666666667,0.34333333333333327,0.9991285741567156,1.1985239894596849,R
358.0,7.7221527685779146,-0.16933333333333334,0.07066666666666666,0.9991360020370558,1.1963734893190168,R
350.0,2.6225162338239763,-0.16600000000000004,0.08933333333333326,0.9970247389966271,1.2493334870909552,R
463.0,5.828930734758954,-0.31733333333333336,0.15733333333333333,0.9989683842731463,1.1843537027523063,L
460.0,6.617479755145533,-0.5053333333333334,0.02200000000000002,0.999180430418688,1.1910426140285277,L
326.0,6.115744760728551,0.026666666666666616,-0.39333333333333337,0.9985641944394059,1.2766026088399811,L
317.0,6.279830789945173,-0.02400000000000002,-0.41933333333333334,0.9989693320309808,1.2222392895916507,L
454.0,9.52751786094794,-0.32233333333333336,0.040000000000000036,0.9991687032745769,1.2430414499246474,R
496.0,8.895025968315057,0.3859999999999999,0.15799999999999992,0.9991985930524426,1.1679208561209997,R
273.0,4.231945670280394,-0.002333333333333354,-0.32333333333333336,0.998627510558543,1.2600858201852738,L
485.0,8.603663034835137,0.1100000000000001,-0.08866666666666667,0.9990892372366044,1.251454952642828,R
330.0,8.619493089294266,-0.10999999999999999,-0.512,0.999022665035414,1.2198292383106573,L
481.0,7.8151930776902105,0.45333333333333337,0.2533333333333334,0.9990141138542619,1.2217725695898078,R
296.0,6.140792673667071,-0.055333333333333345,-0.40499999999999997,0.9989931546288136,1.262152868055782,L
393.0,7.826285849193245,-0.386,-0.1353333333333333,0.9992167437651585,1.188988038238257,R
505.0,9.137026183720062,-0.44199999999999995,-0.14266666666666672,0.9991987572451643,1.2217656492824507,R
390.0,6.7875840377240735,-0.06999999999999995,-0.447,0.9990924438603274,1.1822719757725095,L
341.0,7.323825319055059,-0.31666666666666665,-0.055333333333333345,0.9988911370882754,1.267205593198693,R
362.0,6.846054020714479,-0.10799999999999998,0.17599999999999993,0.9987439751209787,1.2711726618313732,L
493.0,9.35768037289313,-0.2636666666666667,0.050000000000000044,0.999135650721382,1.2419888228108982,R
502.0,7.468105150916087,-0.3633333333333333,-0.10999999999999999,0.9992044720965161,1.1933364214685116,R
360.0,8.989427581899903,-0.1286666666666667,-0.535,0.9990964797553034,1.2023803734578713,L
619.0,8.724461411206292,-0.33766666666666667,0.06266666666666665,0.9992288967433399,1.1950073059161408,R
370.0,8.155824404296428,0.08566666666666667,0.4996666666666666,0.9990640463265882,1.1742351360402534,R
418.0,8.805778139206627,0.30333333333333323,0.5296666666666666,0.9991382800096632,1.2148064945410282,L
383.0,8.318389537724801,-0.1313333333333333,0.4013333333333333,0.9990229704659,1.1664113233975104,L
517.0,7.586352524924154,-0.43166666666666664,0.20066666666666677,0.9991998085873737,1.190615692118311,R
423.0,6.841766152297148,0.2633333333333334,0.01200000000000001,0.9990757089681033,1.2046588098864643,L
468.0,8.93397459352642,-0.39666666666666667,0.028000000000000025,0.9990221163004108,1.1758859445228769,R
525.0,8.693338455732802,0.41866666666666674,0.17866666666666675,0.9991489507641114,1.202655881449655,R
427.0,9.868486451602166,0.07466666666666666,-0.4753333333333334,0.9991897676015208,1.1938415186584836,L
520.0,9.330536550790136,-0.492,-0.05400000000000005,0.9991585319649539,1.1960381232895063,R
456.0,9.002677351830267,-0.364,0.050000000000000044,0.9992186302103727,1.2181772950518421,R
398.0,7.961148370198285,0.20533333333333337,0.3773333333333333,0.9990041593233498,1.157272008374789,L
391.0,9.662457157000436,0.16933333333333334,-0.32066666666666666,0.9991624281237739,1.2222597966871283,L
417.0,2.3596077699313622,-0.402,0.03733333333333344,0.9985067573742537,1.1897501794965464,R
379.0,7.05787800459359,-0.38,0.028666666666666618,0.9991892930024983,1.1938346974166392,R
433.0,8.029899982373832,-0.44099999999999995,-0.026666666666666616,0.999260536551326,1.1758859445228769,R
572.0,7.448207310975965,-0.24250499666888736,0.059960026648900655,0.9992355960807436,1.2038122056804683,R
370.0,7.5616161997682365,-0.20599999999999996,0.1266666666666667,0.9992172717072451,1.1993767561623656,R
414.0,7.864139394230508,0.1313333333333333,-0.41800000000000004,0.9990916193336594,1.1700178422959364,L
362.0,8.542098492216178,-0.018000000000000016,-0.42466666666666664,0.999220954199583,1.2343493304589934,L
674.0,8.851726028315476,0.1356666666666666,-0.128,0.9991997213370469,1.1822718930913687,R
354.0,8.019773724423862,0.1279999999999999,-0.30733333333333335,0.9991699618709722,1.205175165932495,L
442.0,7.158521040107628,-0.04400000000000004,0.2726666666666666,0.9991977198707684,1.1986790938223422,R
360.0,7.0422484848566596,0.19666666666666677,-0.2466666666666667,0.9991988429824874,1.1563471955921873,L
399.0,6.736640304283573,-0.4083333333333333,0.0006666666666665932,0.9992385225738876,1.1936273631692385,R
386.0,7.7117332246561165,-0.5763333333333334,-0.1306666666666667,0.9991725149326104,1.1960381232895063,R
425.0,9.175289748061822,0.21399999999999997,-0.30666666666666664,0.9991845403227079,1.1792792827765477,L
389.0,9.716525435715575,-0.04800000000000004,-0.5393333333333333,0.9991544666789878,1.153748406584608,L
613.0,7.517748621454952,-0.43600000000000005,0.010000000000000009,0.9992601555338332,1.2130383737774606,R
391.0,7.509515637351254,-0.05800000000000005,-0.5086666666666666,0.9992274565433681,1.2072645068162386,L
511.0,8.59838931952827,0.32433333333333336,0.11733333333333329,0.9992529618022287,1.1966172309862917,R
353.0,6.303486796718699,-0.03600000000000003,-0.4646666666666667,0.9985657928800181,1.236309237018234,L
284.0,6.136646774877413,-0.13,-0.4933333333333333,0.9988803127896239,1.2435814466564774,L
294.0,4.439299316117025,0.1433333333333333,-0.48966666666666664,0.9981213140565461,1.2590395800115077,L
403.0,5.551504283860635,-0.14600000000000002,-0.644,0.9985308083881907,1.2507080550677183,L
289.0,6.4680524243900255,-0.02533333333333332,-0.36,0.9989341713104334,1.2325733999485933,L
294.0,4.821758973669787,-0.06666666666666665,-0.45133333333333336,0.9986039851702905,1.2765958822244796,L
321.0,8.111636753601505,0.04066666666666663,0.272,0.9990654914971021,1.191046731673416,L
268.0,6.230085513090459,-0.03400000000000003,-0.3746666666666667,0.998857349960723,1.256687139742316,L
311.0,6.715913379345007,0.03733333333333344,-0.33466666666666667,0.9990046833708625,1.202628689945326,L
369.0,7.743817491173861,0.014666666666666606,-0.402,0.9991653581961972,1.2075849139502342,L
